Distance_to_Zone_km,Recent_Elephant_Count,Time_of_Day,Weather,Risk_Level
7.87,12,Morning,Clear,MEDIUM
5.69,5,Dusk,Light Rain,MEDIUM
1.05,21,Night,Clear,MEDIUM
11.97,2,Night,Heavy Rain,LOW
14.37,25,Dusk,Light Rain,LOW
6.69,14,Dusk,Heavy Rain,MEDIUM
10.94,12,Night,Light Rain,LOW
14.19,18,Dusk,Heavy Rain,LOW
0.41,9,Afternoon,Clear,HIGH
14.26,20,Night,Heavy Rain,LOW
14.86,4,Dusk,Light Rain,LOW
7.85,17,Night,Clear,MEDIUM
5.36,17,Night,Heavy Rain,MEDIUM
8.5,8,Morning,Light Rain,LOW
9.47,17,Morning,Light Rain,LOW
6.01,0,Night,Heavy Rain,MEDIUM
3.55,14,Afternoon,Light Rain,CRITICAL
14.47,10,Morning,Heavy Rain,LOW
3.89,9,Afternoon,Clear,MEDIUM
9.3,22,Dusk,Light Rain,LOW
7.84,3,Night,Clear,MEDIUM
5.12,14,Afternoon,Light Rain,CRITICAL
8.81,22,Afternoon,Light Rain,LOW
6.14,21,Dusk,Light Rain,MEDIUM
2.89,11,Night,Heavy Rain,CRITICAL
6.96,23,Morning,Clear,MEDIUM
8.67,24,Night,Heavy Rain,LOW
12.69,2,Night,Light Rain,LOW
12.55,17,Morning,Light Rain,LOW
14.85,19,Afternoon,Light Rain,LOW
13.13,6,Morning,Clear,LOW
13.07,7,Morning,Heavy Rain,LOW
6.5,23,Night,Clear,MEDIUM
11.31,3,Afternoon,Heavy Rain,LOW
1.46,8,Night,Light Rain,CRITICAL
11.84,23,Afternoon,Clear,LOW
14.34,3,Morning,Heavy Rain,LOW
8.63,9,Dusk,Heavy Rain,MEDIUM
11.66,3,Morning,Heavy Rain,LOW
2.92,10,Night,Heavy Rain,HIGH
13.15,13,Morning,Light Rain,CRITICAL
9.3,21,Morning,Heavy Rain,LOW
6.93,25,Dusk,Heavy Rain,MEDIUM
3.0,1,Night,Clear,HIGH
4.17,2,Dusk,Light Rain,HIGH
12.64,0,Morning,Heavy Rain,LOW
14.19,19,Afternoon,Light Rain,LOW
13.48,18,Dusk,Light Rain,LOW
1.23,13,Morning,Light Rain,CRITICAL
9.63,25,Afternoon,Heavy Rain,LOW
13.83,13,Morning,Heavy Rain,CRITICAL
13.33,1,Night,Light Rain,LOW
4.1,2,Afternoon,Clear,MEDIUM
8.26,21,Morning,Light Rain,CRITICAL
10.02,5,Dusk,Light Rain,LOW
14.86,23,Afternoon,Clear,LOW
8.84,22,Dusk,Light Rain,LOW
5.2,21,Night,Clear,MEDIUM
6.1,20,Morning,Heavy Rain,MEDIUM
14.15,2,Dusk,Clear,HIGH
11.16,21,Night,Heavy Rain,LOW
10.2,1,Morning,Clear,LOW
3.87,24,Dusk,Clear,CRITICAL
13.41,6,Morning,Light Rain,LOW
3.86,22,Afternoon,Heavy Rain,CRITICAL
2.79,13,Morning,Clear,CRITICAL
12.02,16,Dusk,Heavy Rain,LOW
3.51,15,Night,Heavy Rain,CRITICAL
7.52,1,Dusk,Heavy Rain,MEDIUM
6.16,12,Morning,Heavy Rain,MEDIUM
0.6,1,Morning,Light Rain,MEDIUM
7.74,21,Afternoon,Heavy Rain,MEDIUM
7.77,22,Night,Heavy Rain,MEDIUM
13.74,3,Morning,Heavy Rain,LOW
11.99,6,Afternoon,Clear,LOW
10.21,0,Morning,Light Rain,LOW
12.04,21,Morning,Heavy Rain,LOW
5.7,21,Afternoon,Clear,MEDIUM
7.43,11,Afternoon,Light Rain,MEDIUM
10.04,18,Morning,Heavy Rain,LOW
5.0,6,Dusk,Heavy Rain,MEDIUM
7.32,11,Afternoon,Heavy Rain,MEDIUM
13.86,16,Night,Light Rain,LOW
14.58,17,Night,Light Rain,LOW
3.27,16,Afternoon,Clear,CRITICAL
2.04,2,Afternoon,Clear,MEDIUM
8.93,9,Afternoon,Light Rain,LOW
7.5,13,Dusk,Light Rain,MEDIUM
13.21,13,Afternoon,Heavy Rain,LOW
8.7,23,Night,Heavy Rain,LOW
11.03,8,Afternoon,Clear,LOW
13.48,6,Morning,Light Rain,LOW
5.74,24,Dusk,Heavy Rain,MEDIUM
8.88,17,Afternoon,Clear,LOW
0.77,9,Dusk,Light Rain,CRITICAL
7.17,24,Afternoon,Light Rain,MEDIUM
7.22,4,Morning,Heavy Rain,MEDIUM
5.32,4,Morning,Light Rain,MEDIUM
3.01,1,Night,Clear,HIGH
2.19,17,Morning,Light Rain,CRITICAL
1.48,3,Afternoon,Clear,HIGH
2.02,2,Afternoon,Heavy Rain,MEDIUM
5.09,17,Afternoon,Heavy Rain,MEDIUM
0.4,25,Night,Light Rain,CRITICAL
12.3,20,Dusk,Clear,LOW
4.28,17,Morning,Light Rain,MEDIUM
14.47,20,Afternoon,Heavy Rain,LOW
1.88,24,Afternoon,Clear,CRITICAL
13.48,10,Dusk,Light Rain,LOW
1.44,7,Dusk,Heavy Rain,CRITICAL
0.85,23,Dusk,Light Rain,CRITICAL
9.69,23,Dusk,Light Rain,LOW
11.66,18,Morning,Heavy Rain,LOW
0.63,18,Morning,Light Rain,CRITICAL
5.2,13,Night,Heavy Rain,MEDIUM
11.36,12,Afternoon,Heavy Rain,LOW
1.99,15,Dusk,Light Rain,CRITICAL
3.49,11,Morning,Heavy Rain,CRITICAL
11.41,24,Dusk,Clear,LOW
2.17,3,Morning,Heavy Rain,HIGH
5.38,8,Dusk,Heavy Rain,MEDIUM
11.73,4,Night,Heavy Rain,LOW
7.63,13,Morning,Clear,MEDIUM
2.79,8,Dusk,Light Rain,HIGH
6.06,8,Morning,Heavy Rain,MEDIUM
14.67,15,Dusk,Clear,LOW
6.0,9,Morning,Heavy Rain,MEDIUM
1.61,14,Afternoon,Clear,CRITICAL
13.55,11,Morning,Light Rain,LOW
8.53,25,Dusk,Clear,LOW
5.53,24,Dusk,Light Rain,MEDIUM
6.3,11,Night,Clear,MEDIUM
1.24,18,Morning,Light Rain,CRITICAL
7.47,16,Night,Heavy Rain,MEDIUM
14.74,0,Night,Clear,LOW
11.27,7,Night,Heavy Rain,LOW
1.18,3,Afternoon,Clear,HIGH
13.07,7,Morning,Clear,LOW
9.58,19,Dusk,Heavy Rain,LOW
3.04,20,Afternoon,Clear,CRITICAL
0.75,3,Dusk,Clear,HIGH
14.51,18,Afternoon,Clear,LOW
14.46,1,Night,Light Rain,LOW
1.82,1,Morning,Heavy Rain,MEDIUM
12.43,22,Morning,Clear,LOW
10.48,5,Morning,Light Rain,LOW
8.32,7,Afternoon,Clear,LOW
8.17,6,Afternoon,Light Rain,LOW
0.37,21,Night,Light Rain,CRITICAL
12.05,9,Afternoon,Clear,LOW
1.39,21,Afternoon,Light Rain,CRITICAL
5.65,13,Morning,Light Rain,MEDIUM
13.77,16,Morning,Heavy Rain,LOW
3.38,25,Night,Heavy Rain,CRITICAL
9.9,0,Dusk,Heavy Rain,LOW
3.66,25,Night,Clear,CRITICAL
6.14,1,Dusk,Clear,MEDIUM
6.56,6,Dusk,Clear,MEDIUM
13.71,16,Morning,Heavy Rain,LOW
2.87,15,Night,Clear,CRITICAL
10.19,6,Dusk,Clear,LOW
1.65,22,Afternoon,Heavy Rain,CRITICAL
3.92,25,Dusk,Clear,CRITICAL
6.16,12,Afternoon,Light Rain,MEDIUM
3.32,3,Night,Light Rain,HIGH
4.78,22,Morning,Light Rain,MEDIUM
8.3,18,Morning,Heavy Rain,LOW
12.07,14,Morning,Clear,LOW
5.72,23,Night,Light Rain,MEDIUM
2.12,18,Dusk,Clear,CRITICAL
8.69,9,Morning,Heavy Rain,LOW
5.5,20,Afternoon,Heavy Rain,MEDIUM
3.53,0,Night,Heavy Rain,HIGH
0.93,20,Morning,Heavy Rain,CRITICAL
10.48,24,Afternoon,Clear,LOW
10.11,19,Dusk,Clear,LOW
0.74,7,Night,Clear,CRITICAL
1.07,17,Night,Clear,CRITICAL
6.08,6,Afternoon,Light Rain,MEDIUM
9.29,23,Afternoon,Heavy Rain,LOW
11.47,17,Afternoon,Clear,LOW
5.86,0,Dusk,Heavy Rain,LOW
4.67,8,Morning,Clear,MEDIUM
1.27,12,Dusk,Light Rain,CRITICAL
11.99,9,Dusk,Clear,LOW
0.12,4,Dusk,Heavy Rain,HIGH
4.88,19,Night,Heavy Rain,HIGH
5.68,21,Night,Heavy Rain,MEDIUM
6.17,24,Afternoon,Light Rain,MEDIUM
9.15,13,Morning,Light Rain,LOW
11.62,17,Night,Heavy Rain,LOW
5.42,13,Night,Light Rain,MEDIUM
7.04,12,Morning,Heavy Rain,MEDIUM
7.21,4,Night,Clear,MEDIUM
5.82,23,Dusk,Heavy Rain,MEDIUM
6.72,2,Dusk,Clear,HIGH
5.06,23,Dusk,Heavy Rain,MEDIUM
10.25,12,Afternoon,Clear,LOW
11.96,17,Night,Clear,LOW
1.05,18,Morning,Clear,CRITICAL
7.24,3,Morning,Light Rain,MEDIUM
10.86,24,Morning,Clear,LOW
6.35,15,Dusk,Clear,MEDIUM
6.79,20,Night,Clear,MEDIUM
4.46,18,Night,Light Rain,HIGH
2.9,17,Night,Clear,CRITICAL
6.62,11,Afternoon,Light Rain,MEDIUM
6.66,17,Morning,Light Rain,MEDIUM
10.75,13,Afternoon,Heavy Rain,LOW
3.8,21,Morning,Light Rain,CRITICAL
12.56,6,Dusk,Light Rain,LOW
7.45,12,Dusk,Heavy Rain,MEDIUM
14.17,16,Afternoon,Light Rain,LOW
2.59,3,Dusk,Heavy Rain,HIGH
12.24,11,Night,Heavy Rain,LOW
8.46,18,Dusk,Light Rain,LOW
11.2,10,Night,Light Rain,LOW
12.18,2,Dusk,Heavy Rain,LOW
5.07,1,Morning,Light Rain,MEDIUM
14.63,23,Dusk,Clear,MEDIUM
11.01,23,Afternoon,Heavy Rain,LOW
13.44,0,Afternoon,Heavy Rain,LOW
6.16,6,Dusk,Heavy Rain,MEDIUM
4.15,12,Morning,Heavy Rain,MEDIUM
13.27,20,Afternoon,Light Rain,LOW
12.54,14,Afternoon,Heavy Rain,LOW
1.99,2,Morning,Clear,MEDIUM
14.57,18,Afternoon,Clear,CRITICAL
8.74,2,Afternoon,Heavy Rain,LOW
12.44,8,Afternoon,Clear,LOW
14.72,1,Morning,Clear,LOW
3.73,9,Dusk,Clear,HIGH
9.88,12,Dusk,Clear,LOW
0.64,14,Night,Light Rain,CRITICAL
11.32,11,Morning,Light Rain,HIGH
1.09,12,Dusk,Light Rain,CRITICAL
5.34,5,Dusk,Clear,MEDIUM
1.67,18,Dusk,Light Rain,CRITICAL
13.44,5,Night,Light Rain,LOW
0.83,17,Night,Clear,CRITICAL
14.5,13,Morning,Heavy Rain,LOW
10.99,0,Dusk,Light Rain,LOW
11.82,9,Night,Heavy Rain,LOW
13.78,19,Night,Clear,LOW
10.16,16,Dusk,Clear,LOW
5.35,3,Night,Heavy Rain,MEDIUM
2.7,6,Morning,Light Rain,HIGH
6.04,21,Dusk,Light Rain,MEDIUM
5.34,20,Night,Light Rain,MEDIUM
3.97,23,Morning,Light Rain,CRITICAL
8.69,14,Afternoon,Heavy Rain,LOW
11.64,24,Night,Clear,LOW
14.67,11,Night,Light Rain,LOW
4.79,12,Morning,Light Rain,MEDIUM
13.66,16,Morning,Light Rain,LOW
1.49,25,Afternoon,Light Rain,CRITICAL
14.79,12,Dusk,Clear,LOW
14.27,1,Morning,Clear,LOW
8.42,21,Afternoon,Heavy Rain,LOW
2.39,12,Afternoon,Clear,CRITICAL
11.41,23,Dusk,Light Rain,LOW
2.14,19,Afternoon,Heavy Rain,CRITICAL
9.7,24,Morning,Clear,LOW
4.63,24,Afternoon,Heavy Rain,MEDIUM
13.94,16,Dusk,Clear,LOW
6.18,9,Dusk,Light Rain,MEDIUM
3.93,22,Morning,Clear,CRITICAL
14.44,0,Morning,Light Rain,LOW
0.72,18,Dusk,Clear,CRITICAL
4.16,13,Night,Clear,HIGH
8.56,11,Morning,Heavy Rain,LOW
10.23,11,Night,Heavy Rain,LOW
1.14,12,Dusk,Light Rain,CRITICAL
1.62,21,Morning,Light Rain,CRITICAL
7.8,9,Afternoon,Clear,MEDIUM
11.21,20,Morning,Clear,LOW
5.63,14,Afternoon,Clear,MEDIUM
8.39,11,Dusk,Heavy Rain,LOW
7.82,5,Afternoon,Heavy Rain,MEDIUM
10.13,4,Afternoon,Heavy Rain,LOW
13.82,14,Dusk,Clear,LOW
10.35,23,Night,Heavy Rain,LOW
2.67,6,Dusk,Clear,HIGH
7.05,15,Morning,Light Rain,MEDIUM
8.51,12,Afternoon,Light Rain,LOW
14.7,5,Night,Heavy Rain,LOW
5.63,6,Morning,Light Rain,MEDIUM
11.21,22,Night,Light Rain,LOW
1.03,0,Dusk,Clear,HIGH
4.83,22,Night,Heavy Rain,HIGH
7.99,4,Afternoon,Heavy Rain,MEDIUM
0.64,5,Morning,Clear,HIGH
4.41,7,Dusk,Light Rain,HIGH
13.78,9,Morning,Clear,LOW
8.41,5,Afternoon,Light Rain,LOW
5.91,4,Afternoon,Heavy Rain,MEDIUM
6.82,22,Night,Light Rain,MEDIUM
8.47,24,Dusk,Clear,LOW
13.22,14,Dusk,Light Rain,LOW
7.28,15,Afternoon,Clear,MEDIUM
6.94,11,Afternoon,Clear,MEDIUM
3.38,4,Afternoon,Light Rain,MEDIUM
14.49,7,Morning,Light Rain,LOW
12.18,20,Afternoon,Clear,LOW
9.46,17,Morning,Light Rain,LOW
2.88,25,Morning,Light Rain,CRITICAL
6.05,22,Dusk,Light Rain,MEDIUM
11.46,3,Dusk,Light Rain,LOW
0.43,22,Dusk,Light Rain,CRITICAL
13.52,21,Night,Light Rain,MEDIUM
8.19,21,Night,Light Rain,LOW
7.44,23,Afternoon,Heavy Rain,MEDIUM
7.59,6,Morning,Clear,MEDIUM
6.67,14,Afternoon,Clear,MEDIUM
6.92,19,Afternoon,Heavy Rain,MEDIUM
12.78,24,Night,Clear,LOW
2.97,0,Morning,Clear,LOW
9.68,21,Afternoon,Clear,LOW
11.4,1,Morning,Clear,LOW
5.23,22,Dusk,Clear,MEDIUM
12.73,8,Night,Heavy Rain,LOW
10.41,8,Night,Light Rain,LOW
14.59,13,Night,Clear,LOW
0.81,13,Afternoon,Light Rain,CRITICAL
3.18,1,Night,Clear,HIGH
6.49,17,Morning,Light Rain,MEDIUM
13.01,8,Afternoon,Clear,LOW
4.7,22,Night,Heavy Rain,HIGH
14.5,1,Dusk,Clear,LOW
5.93,1,Dusk,Clear,MEDIUM
12.5,11,Night,Heavy Rain,LOW
6.75,16,Night,Light Rain,MEDIUM
9.04,13,Morning,Heavy Rain,LOW
12.72,17,Morning,Clear,LOW
5.41,9,Dusk,Clear,MEDIUM
1.03,11,Night,Light Rain,CRITICAL
9.69,6,Dusk,Light Rain,LOW
7.15,11,Dusk,Clear,MEDIUM
1.88,21,Night,Light Rain,CRITICAL
3.1,13,Morning,Heavy Rain,CRITICAL
5.12,4,Dusk,Heavy Rain,MEDIUM
7.9,4,Afternoon,Clear,MEDIUM
7.67,13,Afternoon,Clear,MEDIUM
10.02,19,Afternoon,Heavy Rain,LOW
0.33,0,Morning,Clear,LOW
9.72,19,Afternoon,Heavy Rain,LOW
6.26,6,Night,Heavy Rain,LOW
1.71,12,Dusk,Clear,CRITICAL
2.18,1,Dusk,Light Rain,HIGH
10.25,21,Morning,Heavy Rain,LOW
0.28,17,Morning,Clear,CRITICAL
9.17,2,Afternoon,Light Rain,LOW
2.73,0,Morning,Light Rain,LOW
10.3,14,Afternoon,Light Rain,LOW
13.26,2,Afternoon,Clear,LOW
1.18,12,Morning,Clear,CRITICAL
8.09,4,Morning,Heavy Rain,LOW
6.58,18,Dusk,Heavy Rain,MEDIUM
13.86,13,Morning,Light Rain,LOW
8.23,25,Afternoon,Light Rain,LOW
8.05,8,Afternoon,Light Rain,LOW
9.46,0,Dusk,Clear,LOW
2.35,9,Night,Clear,CRITICAL
0.39,1,Afternoon,Clear,MEDIUM
11.96,19,Night,Heavy Rain,LOW
14.1,21,Dusk,Light Rain,LOW
0.99,4,Afternoon,Light Rain,HIGH
4.0,1,Morning,Light Rain,MEDIUM
3.48,14,Afternoon,Light Rain,CRITICAL
7.9,13,Afternoon,Light Rain,MEDIUM
8.04,9,Dusk,Heavy Rain,LOW
12.44,21,Morning,Clear,LOW
10.44,15,Morning,Light Rain,LOW
6.43,24,Afternoon,Heavy Rain,MEDIUM
13.95,22,Morning,Clear,LOW
9.32,2,Dusk,Clear,LOW
11.09,21,Afternoon,Light Rain,LOW
10.41,7,Night,Light Rain,LOW
1.29,8,Night,Light Rain,CRITICAL
6.12,1,Night,Heavy Rain,MEDIUM
14.18,24,Afternoon,Light Rain,LOW
11.04,6,Night,Heavy Rain,CRITICAL
7.8,5,Dusk,Light Rain,MEDIUM
1.03,15,Morning,Light Rain,CRITICAL
13.23,25,Dusk,Heavy Rain,LOW
13.1,15,Night,Light Rain,LOW
0.83,13,Afternoon,Light Rain,CRITICAL
12.95,13,Night,Clear,LOW
8.66,6,Night,Clear,LOW
8.54,16,Night,Clear,LOW
2.3,4,Night,Light Rain,HIGH
8.34,24,Night,Heavy Rain,LOW
3.96,15,Dusk,Clear,CRITICAL
10.06,9,Dusk,Heavy Rain,LOW
11.93,6,Dusk,Heavy Rain,LOW
12.9,1,Afternoon,Light Rain,LOW
0.51,6,Morning,Clear,HIGH
13.65,22,Morning,Heavy Rain,LOW
12.43,8,Morning,Heavy Rain,LOW
11.58,3,Dusk,Light Rain,HIGH
6.8,19,Afternoon,Clear,MEDIUM
2.45,13,Morning,Heavy Rain,CRITICAL
9.51,23,Morning,Heavy Rain,LOW
10.82,4,Morning,Light Rain,MEDIUM
0.11,5,Night,Clear,HIGH
7.68,12,Dusk,Clear,MEDIUM
1.6,8,Morning,Clear,HIGH
7.82,22,Afternoon,Heavy Rain,MEDIUM
10.3,3,Morning,Clear,LOW
5.49,4,Morning,Clear,MEDIUM
3.92,1,Morning,Clear,MEDIUM
0.87,25,Afternoon,Clear,CRITICAL
14.27,25,Dusk,Clear,LOW
14.57,15,Night,Heavy Rain,LOW
5.9,18,Night,Light Rain,MEDIUM
9.14,24,Dusk,Clear,LOW
8.37,3,Morning,Light Rain,LOW
4.84,1,Morning,Clear,MEDIUM
9.03,12,Morning,Clear,LOW
11.39,6,Night,Heavy Rain,CRITICAL
11.06,12,Dusk,Light Rain,LOW
11.72,13,Night,Light Rain,LOW
10.18,17,Morning,Heavy Rain,LOW
11.66,5,Afternoon,Light Rain,LOW
6.64,20,Dusk,Clear,MEDIUM
3.61,1,Night,Light Rain,HIGH
9.39,14,Afternoon,Heavy Rain,LOW
5.58,4,Night,Light Rain,MEDIUM
14.23,5,Afternoon,Light Rain,LOW
8.68,1,Morning,Light Rain,LOW
9.54,9,Afternoon,Heavy Rain,LOW
1.81,7,Morning,Heavy Rain,HIGH
4.36,22,Night,Clear,HIGH
1.5,24,Dusk,Clear,CRITICAL
1.73,7,Night,Light Rain,CRITICAL
2.84,22,Dusk,Heavy Rain,CRITICAL
5.08,11,Afternoon,Clear,MEDIUM
6.85,7,Night,Heavy Rain,MEDIUM
14.12,24,Morning,Light Rain,LOW
14.71,17,Night,Heavy Rain,LOW
12.33,19,Afternoon,Heavy Rain,LOW
11.21,0,Afternoon,Clear,LOW
9.71,19,Night,Light Rain,LOW
11.26,12,Dusk,Heavy Rain,LOW
14.78,21,Morning,Heavy Rain,LOW
7.73,7,Morning,Clear,MEDIUM
0.14,22,Morning,Heavy Rain,CRITICAL
8.99,8,Morning,Heavy Rain,LOW
1.33,15,Morning,Light Rain,CRITICAL
14.87,3,Dusk,Light Rain,LOW
6.37,17,Morning,Light Rain,MEDIUM
13.14,9,Morning,Light Rain,LOW
3.16,15,Dusk,Light Rain,HIGH
4.97,11,Morning,Clear,MEDIUM
4.39,24,Night,Light Rain,HIGH
13.97,3,Night,Heavy Rain,LOW
7.81,4,Afternoon,Heavy Rain,MEDIUM
3.68,16,Dusk,Light Rain,LOW
13.27,20,Dusk,Heavy Rain,LOW
7.22,3,Afternoon,Heavy Rain,MEDIUM
2.75,1,Dusk,Heavy Rain,HIGH
10.66,25,Afternoon,Clear,LOW
3.76,24,Night,Heavy Rain,CRITICAL
2.65,2,Dusk,Light Rain,HIGH
11.89,6,Dusk,Light Rain,LOW
8.66,12,Night,Light Rain,LOW
12.08,7,Dusk,Light Rain,LOW
6.89,11,Night,Light Rain,MEDIUM
4.57,1,Morning,Light Rain,MEDIUM
12.21,10,Afternoon,Clear,LOW
14.87,23,Night,Heavy Rain,LOW
2.02,18,Night,Clear,CRITICAL
9.47,20,Night,Heavy Rain,LOW
4.01,11,Afternoon,Clear,MEDIUM
3.45,24,Afternoon,Light Rain,CRITICAL
12.41,9,Morning,Light Rain,LOW
4.49,0,Dusk,Heavy Rain,HIGH
13.98,24,Morning,Heavy Rain,LOW
10.57,9,Dusk,Heavy Rain,LOW
11.71,6,Dusk,Clear,LOW
3.16,1,Morning,Heavy Rain,MEDIUM
11.99,13,Morning,Clear,LOW
5.78,10,Dusk,Heavy Rain,MEDIUM
11.06,16,Dusk,Clear,LOW
11.31,12,Night,Light Rain,LOW
8.27,2,Dusk,Clear,LOW
1.74,17,Morning,Clear,CRITICAL
0.28,10,Morning,Light Rain,HIGH
1.14,6,Afternoon,Clear,HIGH
14.21,5,Morning,Clear,LOW
6.48,15,Afternoon,Clear,MEDIUM
8.16,24,Morning,Light Rain,LOW
1.12,1,Morning,Light Rain,MEDIUM
7.77,14,Afternoon,Light Rain,MEDIUM
2.64,20,Night,Heavy Rain,CRITICAL
9.99,24,Afternoon,Clear,LOW
3.59,5,Morning,Heavy Rain,MEDIUM
4.9,0,Morning,Heavy Rain,LOW
11.11,14,Morning,Light Rain,LOW
6.42,2,Morning,Heavy Rain,MEDIUM
5.26,9,Dusk,Heavy Rain,MEDIUM
14.9,19,Afternoon,Heavy Rain,LOW
3.68,21,Dusk,Heavy Rain,CRITICAL
7.02,24,Morning,Heavy Rain,MEDIUM
14.9,12,Night,Heavy Rain,LOW
10.83,25,Dusk,Heavy Rain,HIGH
1.02,1,Dusk,Heavy Rain,HIGH
2.58,2,Morning,Light Rain,MEDIUM
8.11,25,Dusk,Light Rain,LOW
11.99,1,Morning,Heavy Rain,HIGH
0.37,19,Night,Light Rain,CRITICAL
6.51,21,Dusk,Light Rain,MEDIUM
5.09,8,Dusk,Clear,MEDIUM
8.76,1,Afternoon,Light Rain,LOW
10.11,9,Dusk,Clear,LOW
1.49,13,Night,Clear,CRITICAL
13.01,12,Morning,Light Rain,CRITICAL
11.55,19,Afternoon,Clear,LOW
8.41,23,Night,Heavy Rain,LOW
5.08,18,Dusk,Light Rain,MEDIUM
14.54,15,Afternoon,Light Rain,LOW
11.93,1,Afternoon,Light Rain,LOW
6.75,4,Afternoon,Clear,MEDIUM
1.28,23,Night,Heavy Rain,CRITICAL
7.33,20,Morning,Heavy Rain,MEDIUM
14.23,23,Dusk,Light Rain,LOW
5.24,7,Dusk,Light Rain,MEDIUM
3.58,22,Night,Clear,CRITICAL
4.83,14,Afternoon,Heavy Rain,MEDIUM
11.43,18,Dusk,Clear,LOW
3.86,21,Dusk,Heavy Rain,CRITICAL
7.89,22,Afternoon,Heavy Rain,MEDIUM
3.28,12,Dusk,Clear,CRITICAL
9.43,25,Afternoon,Clear,LOW
12.24,11,Dusk,Light Rain,LOW
10.5,20,Dusk,Light Rain,LOW
12.54,3,Night,Heavy Rain,LOW
8.02,2,Night,Clear,LOW
3.29,22,Morning,Light Rain,CRITICAL
11.96,13,Dusk,Light Rain,LOW
0.28,24,Afternoon,Heavy Rain,LOW
8.07,11,Dusk,Clear,LOW
10.29,22,Dusk,Clear,LOW
9.56,15,Night,Heavy Rain,LOW
6.08,13,Afternoon,Clear,MEDIUM
6.47,4,Afternoon,Heavy Rain,MEDIUM
6.28,11,Afternoon,Light Rain,MEDIUM
4.12,22,Morning,Light Rain,MEDIUM
4.0,2,Morning,Light Rain,MEDIUM
3.8,7,Afternoon,Clear,MEDIUM
10.11,10,Dusk,Heavy Rain,LOW
6.8,25,Morning,Light Rain,MEDIUM
10.48,3,Dusk,Light Rain,LOW
12.4,6,Dusk,Light Rain,LOW
9.08,10,Dusk,Heavy Rain,LOW
11.43,23,Afternoon,Light Rain,LOW
3.82,3,Afternoon,Light Rain,MEDIUM
0.29,14,Afternoon,Clear,CRITICAL
9.02,17,Afternoon,Heavy Rain,LOW
1.73,20,Afternoon,Clear,CRITICAL
9.13,15,Dusk,Heavy Rain,LOW
1.76,14,Afternoon,Clear,CRITICAL
0.47,1,Afternoon,Heavy Rain,MEDIUM
2.8,22,Morning,Clear,CRITICAL
11.54,13,Morning,Heavy Rain,LOW
6.69,6,Morning,Light Rain,MEDIUM
11.08,10,Night,Clear,LOW
12.64,20,Night,Light Rain,LOW
8.29,8,Dusk,Heavy Rain,LOW
5.07,0,Dusk,Clear,LOW
8.72,25,Morning,Clear,LOW
10.4,4,Dusk,Clear,LOW
13.08,15,Afternoon,Light Rain,LOW
3.2,4,Dusk,Heavy Rain,HIGH
6.78,13,Morning,Clear,MEDIUM
6.26,24,Dusk,Clear,MEDIUM
6.11,9,Dusk,Light Rain,MEDIUM
3.72,21,Night,Clear,CRITICAL
0.52,2,Morning,Clear,MEDIUM
7.24,3,Dusk,Clear,MEDIUM
11.23,6,Night,Light Rain,LOW
2.7,19,Afternoon,Light Rain,CRITICAL
11.82,11,Afternoon,Light Rain,LOW
1.16,0,Dusk,Light Rain,HIGH
7.55,25,Dusk,Clear,MEDIUM
2.9,20,Night,Light Rain,CRITICAL
7.42,18,Night,Heavy Rain,MEDIUM
7.74,22,Night,Light Rain,MEDIUM
9.18,3,Dusk,Light Rain,LOW
10.56,10,Night,Clear,LOW
1.95,5,Night,Light Rain,HIGH
8.24,3,Morning,Light Rain,LOW
7.86,14,Dusk,Clear,MEDIUM
14.97,4,Dusk,Heavy Rain,LOW
12.87,23,Dusk,Heavy Rain,LOW
10.46,22,Afternoon,Light Rain,LOW
13.27,16,Afternoon,Light Rain,LOW
9.35,4,Morning,Heavy Rain,LOW
6.52,14,Night,Clear,MEDIUM
3.99,6,Morning,Clear,MEDIUM
4.88,5,Night,Heavy Rain,HIGH
9.33,24,Night,Heavy Rain,LOW
1.71,16,Morning,Heavy Rain,CRITICAL
13.41,12,Night,Clear,MEDIUM
0.24,16,Dusk,Heavy Rain,CRITICAL
12.74,25,Dusk,Heavy Rain,LOW
10.57,13,Dusk,Light Rain,LOW
0.43,0,Dusk,Heavy Rain,HIGH
10.67,6,Night,Heavy Rain,LOW
5.7,2,Morning,Light Rain,HIGH
13.97,15,Afternoon,Heavy Rain,LOW
5.23,0,Night,Light Rain,LOW
4.37,5,Night,Light Rain,HIGH
3.45,17,Dusk,Light Rain,CRITICAL
9.08,25,Afternoon,Clear,LOW
6.92,8,Morning,Clear,MEDIUM
11.56,23,Afternoon,Heavy Rain,LOW
9.85,8,Morning,Light Rain,LOW
4.77,22,Morning,Heavy Rain,MEDIUM
0.8,16,Afternoon,Heavy Rain,CRITICAL
12.98,24,Dusk,Clear,LOW
12.11,22,Night,Light Rain,LOW
9.1,10,Dusk,Light Rain,LOW
2.64,14,Morning,Light Rain,CRITICAL
3.02,13,Night,Heavy Rain,CRITICAL
10.91,10,Morning,Clear,LOW
14.06,18,Night,Heavy Rain,LOW
10.37,4,Afternoon,Clear,CRITICAL
7.97,25,Afternoon,Clear,MEDIUM
14.29,20,Morning,Light Rain,LOW
10.24,14,Morning,Clear,LOW
7.12,12,Night,Light Rain,MEDIUM
6.19,13,Afternoon,Light Rain,MEDIUM
5.0,13,Morning,Clear,MEDIUM
2.69,12,Afternoon,Heavy Rain,CRITICAL
